Date,Close,High,Low,Open,Volume,Adj Close,Daily_Return,MA_20,MA_50,MA_200,Volatility_20,Year,Month,Day_of_Week,Quarter,RSI_14,BB_Upper,BB_Lower,BB_Width,BB_Position,Ann_Volatility,Daily_Range_Pct,Drawdown_Pct,Cum_Return_Pct,YTD_Start_Price,YTD_Return_Pct,Month_Key,Month_Start_Price,Monthly_Return_Pct,Vol_MA_20,Volume_Ratio,MA_Signal,RSI_Signal,BB_Signal,Return_7D,Return_30D,Return_90D,Return_1Y,Data_Type
2019-01-08,121.52999877929688,121.70999908447266,121.05999755859376,121.1500015258789,7643100,121.52999877929688,-0.270804061547536,119.50800018310548,117.27879989624024,118.56995014190674,0.614225481219727,2019,1,1,1,69.26318342473901,120.73645114554493,118.27954922066603,2.456901924878906,1.3229871024628115,9.75052723335823,0.5348486237207323,-6.887837265464225,13.632540670487892,121.33000183105467,0.1648371756564293,2019-01,121.33000183105467,0.1648371756564293,10011995.0,0.7633943085269219,Bajista (Death Cross),Neutral,Precio sobre banda superior,0.7962172073505247,3.7476518802478154,6.7926146926581055,-3.03199792247687,Histórico
2019-01-09,122.30999755859376,122.33999633789062,121.44000244140624,121.4499969482422,10555900,122.30999755859376,0.6418158373500793,119.73950004577635,117.39699981689454,118.54345012664795,0.6122841854297004,2019,1,2,1,70.8000277710597,120.96406841663575,118.51493167491695,2.449136741718803,1.5495524684397317,9.71971011806847,0.7358301974074022,-6.290228658534793,14.361852312894353,121.33000183105467,0.8077109641057234,2019-01,121.33000183105467,0.8077109641057234,10133895.0,1.0416429220946142,Bajista (Death Cross),Sobrecompra,Precio sobre banda superior,1.0325458658587694,3.573546745338585,8.681354685966092,-2.394062771086747,Histórico
2019-01-10,121.58999633789062,122.18000030517578,121.56999969482422,121.9800033569336,6672000,121.58999633789062,-0.5886691481276518,119.94199981689454,117.49339981079102,118.51000011444091,0.6335943006999413,2019,1,3,1,70.8000277710596,121.20918841829442,118.67481121549466,2.53437720279976,1.1502570016710711,10.057997710559533,0.501686510999154,-6.841869171202976,13.68863937110103,121.33000183105467,0.21428707072630448,2019-01,121.33000183105467,0.21428707072630448,10147725.0,0.6574872693140581,Bajista (Death Cross),Sobrecompra,Precio sobre banda superior,0.2804093508376182,3.3225663006247297,7.9840124206002505,-2.5174432249932432,Histórico
2019-01-11,121.8000030517578,122.0500030517578,121.66000366210938,121.73999786376952,8622400,121.8000030517578,0.1727170986037363,120.14249992370604,117.60319992065428,118.48155014038086,0.6335203080800597,2019,1,4,1,65.2381510313777,121.40954053986616,118.87545930754592,2.534081232320233,1.1540844495873281,10.056823114133168,0.3201965352026277,-6.680969150522022,13.884999090464834,121.33000183105467,0.3873742797412705,2019-01,121.33000183105467,0.3873742797412705,10372005.0,0.8313146783095458,Bajista (Death Cross),Neutral,Precio sobre banda superior,0.3873742797412705,3.6242999005011045,7.902202352392207,-2.5833765968762967,Histórico
2019-01-14,122.08999633789062,122.23999786376952,121.87000274658205,122.1500015258789,6477100,122.08999633789062,0.2380897199235621,120.37049980163576,117.72899978637696,118.46335010528564,0.6269213140451761,2019,1,0,1,70.6242482649393,121.62434242972611,119.1166571735454,2.5076852561807073,1.1856907309307705,9.952067331416165,0.3030511330047797,-6.458786131337112,14.156147565834276,121.33000183105467,0.6263862980025348,2019-01,121.33000183105467,0.6263862980025348,10489270.0,0.6174976904970508,Bajista (Death Cross),Sobrecompra,Precio sobre banda superior,-0.2777129514315524,3.650560649411161,5.4499893117308185,-2.6706043035039095,Histórico
2019-01-15,121.87999725341795,122.37999725341795,121.62000274658205,122.27999877929688,7512500,121.87999725341795,-0.1720035144332943,120.61149978637695,117.86359970092774,118.4438000869751,0.6175915282060428,2019,1,1,1,63.13562244339343,121.84668284278904,119.37631672996487,2.4703661128241663,1.0134856167496697,9.803961572721132,0.6235596684956408,-6.619680306634789,13.959794980079376,121.33000183105467,0.4533053771227369,2019-01,121.33000183105467,0.4533053771227369,10489810.0,0.7161712175911671,Bajista (Death Cross),Neutral,Precio sobre banda superior,0.3623145612369427,3.7011814169161106,5.771061097590624,-4.00126171052878,Histórico
2019-01-16,122.2699966430664,122.44000244140624,122.0199966430664,122.04000091552734,6878100,122.2699966430664,0.3199863787636481,120.83149948120118,117.9763996887207,118.41885005950928,0.6076365573180842,2019,1,2,1,68.35439913898259,122.04677259583734,119.61622636656502,2.4305462292723234,1.0918411032634001,9.645931309050573,0.34350683722182546,-6.320876003170069,14.324450801282618,121.33000183105467,0.7747422713473728,2019-01,121.33000183105467,0.7747422713473728,10410970.0,0.6606589011398554,Bajista (Death Cross),Neutral,Precio sobre banda superior,0.3364484085518926,4.450708348823262,5.405169519884834,-3.8531112655748156,Histórico
2019-01-17,122.11000061035156,122.26000213623048,121.80999755859376,122.02999877929688,8558500,122.11000061035156,-0.1308546962521917,121.0294994354248,118.08559967041016,118.39790004730224,0.6115363865584128,2019,1,3,1,62.10693879803299,122.25257220854162,119.80642666230797,2.4461455462336517,0.9417158155574274,9.707839179003738,0.36852393365607006,-6.443459536327829,14.174851888444607,121.33000183105467,0.6428737884492941,2019-01,121.33000183105467,0.6428737884492941,10461750.0,0.8180753697995077,Bajista (Death Cross),Neutral,Cerca banda superior,0.47724992749156314,3.597181441393049,5.449047834457699,-3.1948618985228827,Histórico
2019-01-18,121.0199966430664,121.5199966430664,121.0199966430664,121.2300033569336,10896000,121.0199966430664,-0.8926410300850951,121.20899925231932,118.17859954833985,118.37075004577636,0.6333474026016357,2019,1,4,1,49.71263706329648,122.47569405752259,119.94230444711604,2.5333896104065445,0.42539536418854274,10.054078324755785,0.41315486189830963,-7.27858360283473,13.15568031444947,121.33000183105467,-0.25550579684316954,2019-01,121.33000183105467,-0.25550579684316954,10315175.0,1.0563078183356074,Bajista (Death Cross),Neutral,Dentro de bandas,-1.0546978507700255,2.429111367009895,4.516793925370566,-3.845545799947403,Histórico
2019-01-22,121.4499969482422,121.5,120.9000015258789,121.18000030517578,7896500,121.4499969482422,0.3553134334022712,121.31949920654296,118.28679946899416,118.3490000152588,0.5459689308573029,2019,1,1,1,51.3888682848055,122.41143706825757,120.22756134482835,2.1838757234292245,0.5597551134889355,8.666988087697453,0.49402922124139076,-6.949131954734744,13.557737647264446,121.33000183105467,0.09889979013979477,2019-01,121.33000183105467,0.09889979013979477,9779245.0,0.807475423716248,Bajista (Death Cross),Neutral,Dentro de bandas,-0.11514054927624917,3.423313150489049,4.77053042326423,-3.9313410003861127,Histórico
2019-01-23,121.27999877929688,121.54000091552734,120.86000061035156,120.95999908447266,5224900,121.27999877929688,-0.1399737943326262,121.44749908447264,118.39179946899414,118.32345001220703,0.5347575834978838,2019,1,2,1,49.65704322490314,122.51701425146841,120.37798391747687,2.139030333991542,0.4216933474415952,8.48901346584755,0.5606862731036413,-7.079378785397157,13.398786573121257,121.33000183105467,-0.041212437981685834,2019-01,121.33000183105467,-0.041212437981685834,9359000.0,0.5582754567795705,Alcista (Golden Cross),Neutral,Dentro de bandas,-0.42693288951721753,1.7108360886235907,4.542708857877487,-4.240033700658707,Histórico
2019-01-24,121.08999633789062,121.36000061035156,120.91999816894533,121.16000366210938,5662500,121.08999633789062,-0.1566642837389942,121.50099906921386,118.497999420166,118.29479999542237,0.4840120323930535,2019,1,3,1,39.498396989377625,122.46902313399997,120.53297500442775,1.9360481295722138,0.28771047834743085,7.683452815649751,0.36336811851777495,-7.224952211068842,13.221131176367763,121.33000183105467,-0.19781215654990358,2019-01,121.33000183105467,-0.19781215654990358,9155305.0,0.6184938677630073,Alcista (Golden Cross),Neutral,Dentro de bandas,-0.8190679252970456,1.9962896671316788,4.649552584898364,-4.86329549086475,Histórico
2019-01-25,122.86000061035156,122.91000366210938,122.0199966430664,122.0199966430664,11103300,122.86000061035156,1.461726258147622,121.66099891662596,118.66559936523436,118.2734999847412,0.5704232897530761,2019,1,4,1,59.916183258815316,122.8018454961321,120.52015233711981,2.281693159012292,1.025487701529786,9.055189000355869,0.7244074675415403,-5.868834976529032,14.876114180544487,121.33000183105467,1.2610226293636062,2019-01,121.33000183105467,1.2610226293636062,8995795.0,1.2342766814939647,Alcista (Golden Cross),Neutral,Precio sobre banda superior,0.8040723490466917,2.3662756596562806,5.558897890396031,-4.634014698324751,Histórico
2019-01-28,123.29000091552734,123.29000091552734,122.72000122070312,122.75,8522200,123.29000091552734,0.3499921073088163,121.79699897766112,118.85819931030274,118.2493999862671,0.5538228513468997,2019,1,0,1,59.972100060971144,122.90464468035492,120.68935327496732,2.215291405387603,1.173952841705265,8.791665210291539,0.46232434957540186,-5.539383328429056,15.278171513359439,121.33000183105467,1.6154282163465705,2019-01,121.33000183105467,1.6154282163465705,8828185.0,0.9653399877777822,Alcista (Golden Cross),Neutral,Precio sobre banda superior,0.8342228678050567,3.0335927981986366,5.683179363358248,-3.6571073380740504,Histórico
2019-01-29,123.9800033569336,124.0,123.45999908447266,123.70999908447266,11610200,123.9800033569336,0.5596580714432919,121.94299926757812,119.06379943847656,118.23619998931883,0.5591300403949505,2019,1,1,1,66.2682768424261,123.06125934836801,120.82473918678822,2.23652016157979,1.4107917399307581,8.875914224583227,0.43555484828686625,-5.010726862891508,15.923335104846203,121.33000183105467,2.1841271621910074,2019-01,121.33000183105467,2.1841271621910074,9065460.0,1.2807072117686251,Alcista (Golden Cross),Neutral,Precio sobre banda superior,1.5314083508599197,2.82823560648624,6.5120289791142705,-3.193568933693436,Histórico
2019-01-30,124.69000244140624,125.06999969482422,123.6999969482422,123.91000366210938,12104000,124.69000244140624,0.5726722578225818,122.11499938964845,119.26479949951172,118.22240001678466,0.5682015097101359,2019,1,2,1,65.95176099766996,123.25140240906872,120.97859637022817,2.2728060388405424,1.63296207760492,9.019919335586831,1.0987270188127574,-4.466749647727986,16.58719588533435,121.33000183105467,2.7693073103470134,2019-01,121.33000183105467,2.7693073103470134,9248190.0,1.3087966402074351,Alcista (Golden Cross),Neutral,Precio sobre banda superior,3.032561477558171,2.9985172278361727,6.782569175324293,-2.088728751147495,Histórico
2019-01-31,124.75,125.2300033569336,124.62000274658205,125.18000030517578,10209500,124.75,0.0481173770302323,122.2859992980957,119.4643995666504,118.20800003051758,0.5683405070793981,2019,1,3,1,73.2353106171951,123.4226803122545,121.1493182839369,2.2733620283175924,1.5838575955840113,9.022125850418591,0.4889784451715818,-4.420781553466727,16.643294585947487,121.33000183105467,2.8187572054169108,2019-01,121.33000183105467,2.8187572054169108,9119855.0,1.1194805180564822,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,2.7171701397112002,2.8865979381443196,7.256472030406846,-1.6167216107408233,Histórico
2019-02-01,124.5,125.0500030517578,124.37000274658205,124.88999938964844,12485500,124.5,-0.2004008016032066,122.38949928283692,119.64199951171877,118.19175003051758,0.5431617049578839,2019,2,4,1,69.73683036411407,123.47582269275269,121.30317587292116,2.1726468198315274,1.4713961320812976,8.622424758074398,0.5461849840769099,-4.61232307339966,16.409540488580852,121.33000183105467,2.6127075917788067,2019-02,124.5,0.0,8972090.0,1.3915932631081498,Alcista (Golden Cross),Neutral,Precio sobre banda superior,2.655014225851726,2.6127075917788067,7.512950534512219,-2.4676862422444157,Histórico
2019-02-04,123.95999908447266,124.29000091552734,123.81999969482422,123.98999786376952,6878900,123.95999908447266,-0.4337356751223598,122.51549911499023,119.8077995300293,118.17230003356934,0.5165047453460226,2019,2,0,1,63.187600142472576,123.54850860568229,121.48248962429818,2.0660189813841043,1.1991707155152547,8.199258643021931,0.37915555354501274,-5.026053457900789,15.904630782235873,121.33000183105467,2.1676396717442703,2019-02,124.5,-0.4337356751223598,8649335.0,0.7953096972194972,Alcista (Golden Cross),Neutral,Precio sobre banda superior,2.3701402538435445,1.2496927023467386,7.650887921711225,-3.2091887285844445,Histórico
2019-02-05,124.27999877929688,124.41999816894533,124.0500030517578,124.29000091552734,6291100,124.27999877929688,0.2581475453272253,122.6364990234375,119.97999954223631,118.1557000350952,0.5147126869775912,2019,2,1,1,66.66666666666666,123.66592439739267,121.60707364948232,2.0588507479103555,1.2982607566514774,8.170810598355242,0.29771091150763984,-4.780880546201968,16.2038357415208,121.33000183105467,2.4313829256756403,2019-02,124.5,-0.17670780779367457,8590210.0,0.7323569505285669,Alcista (Golden Cross),Neutral,Precio sobre banda superior,1.1557855786187288,2.338600362974219,6.559205784131783,-1.6694363640644028,Histórico
2019-02-06,123.44000244140624,124.19000244140624,123.4000015258789,124.16000366210938,6595100,123.44000244140624,-0.6758902044908588,122.73199920654297,120.13159957885742,118.13975006103516,0.5375213490896746,2019,2,2,1,57.647095195875806,123.80704190472231,121.65695650836362,2.1500853963586906,0.8292907509917138,8.532886884475285,0.6399877672574759,-5.424457247392649,15.418425398501201,121.33000183105467,1.739059242156471,2019-02,124.5,-0.8514036615210996,8537810.0,0.7724580425191003,Alcista (Golden Cross),Neutral,Cerca banda superior,0.12166560529240922,1.2965713303307425,5.820832256072417,-2.580693446999738,Histórico
2019-02-07,123.73999786376952,123.9499969482422,123.44000244140624,123.8000030517578,5935500,123.73999786376952,0.2430293392984062,122.80349922180176,120.29099960327147,118.1303500366211,0.5227529584991824,2019,2,3,1,60.46211207863255,123.84900513880012,121.75799330480339,2.091011833996731,0.9478686474852458,8.298445951872631,0.4121500853729123,-5.194610930703108,15.698926035175798,121.33000183105467,1.9863150056410817,2019-02,124.5,-0.6104434829160454,8306790.0,0.7145359398756921,Alcista (Golden Cross),Neutral,Cerca banda superior,-0.19358403505854715,1.818480298420866,6.333243055117088,-1.3080231500832373,Histórico
2019-02-08,124.20999908447266,124.33000183105467,123.9800033569336,124.0500030517578,4235200,124.20999908447266,0.3798296660878941,122.93449935913084,120.46239959716796,118.1202500152588,0.5040814891953084,2019,2,4,1,72.24548993068618,123.94266233752145,121.92633638074022,2.0163259567812304,1.132586076200678,8.00204556553127,0.2817796286135167,-4.834511937967857,16.13838487960251,121.33000183105467,2.3736892853823743,2019-02,124.5,-0.23293246227096276,8184950.0,0.5174374919822357,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,-0.38495737231150073,1.5534310880585878,7.0406739955929165,-0.4647822956963532,Histórico
2019-02-11,123.5999984741211,123.81999969482422,123.19000244140624,123.19000244140624,4821800,123.5999984741211,-0.4911042708701019,123.02449913024904,120.63539962768554,118.11119998931883,0.521151457708829,2019,2,0,1,64.62586375663142,124.0668020456667,121.98219621483138,2.0846058308353292,0.7760710611854343,8.27302291497814,0.5097065220028214,-5.301873714234876,15.568024311339212,121.33000183105467,1.870927725054572,2019-02,124.5,-0.7228927918706107,7994920.0,0.6031079735632127,Alcista (Golden Cross),Neutral,Dentro de bandas,-0.9218449105241722,1.6530982784511261,6.524174588007425,-1.1041805454839904,Histórico
2019-02-12,123.86000061035156,124.02999877929688,123.61000061035156,123.95999908447266,4271900,123.86000061035156,0.2103577179937588,123.11299934387208,120.80499969482422,118.1056499862671,0.520730478828826,2019,2,1,1,67.33871629326393,124.15446030152972,122.07153838621443,2.0829219153152962,0.8586314306777129,8.266340082435951,0.33909104382017197,-5.102668896797303,15.811130570011,121.33000183105467,2.0852210839160668,2019-02,124.5,-0.5140557346573815,7884660.0,0.5417988854306971,Alcista (Golden Cross),Neutral,Cerca banda superior,-0.5140557346573815,1.6912951617237493,6.97875446212175,-0.7293388292043512,Histórico
2019-02-13,123.37000274658205,124.5500030517578,123.30999755859376,123.83999633789062,7640500,123.37000274658205,-0.3956062177902009,123.18749961853028,120.95759979248048,118.095,0.528614570663757,2019,2,2,1,64.72872763546867,124.2447287598578,122.13027047720277,2.114458282655022,0.5863120022508097,8.391496160288886,1.0051110201490112,-5.478088639158516,15.35297453658293,121.33000183105467,1.6813656018632273,2019-02,124.5,-0.9076283159983545,7891060.0,0.9682476118544276,Alcista (Golden Cross),Neutral,Dentro de bandas,-0.4759570363408572,1.0484121935337987,7.7655478065724814,-1.5952779422384822,Histórico
2019-02-14,124.05999755859376,124.1999969482422,123.52999877929688,123.83999633789062,6276500,124.05999755859376,0.5592889654295163,123.27699966430664,121.1279997253418,118.09235000610352,0.5373944496368425,2019,2,3,1,59.009001784777475,124.35178856358033,122.20221076503296,2.1495777985473694,0.8642565971867829,8.530872418113061,0.5400597953654523,-4.9494380190042655,15.998130994460746,121.33000183105467,2.250058259572474,2019-02,124.5,-0.35341561558733803,7860980.0,0.7984373449620785,Alcista (Golden Cross),Neutral,Cerca banda superior,-0.17702061704538696,1.7886448591257098,9.15009111507834,-1.6021607258284165,Histórico
2019-02-15,124.8000030517578,125.0,124.18000030517578,124.58999633789062,12190100,124.8000030517578,0.5964900110646543,123.41149978637696,121.29579971313476,118.09780002593996,0.5473164277983983,2019,2,4,1,60.8321630174337,124.50613264197376,122.31686693078017,2.189265711193599,1.1342324087393734,8.688378938488803,0.6570510214524142,-4.382470911326832,16.690048258864376,121.33000183105467,2.8599696433985855,2019-02,124.5,0.24096630663277274,8042560.0,1.5156989814188517,Alcista (Golden Cross),Neutral,Precio sobre banda superior,1.10175031063946,2.069196432610565,9.762538611648752,-2.6748754504127503,Histórico
2019-02-19,126.6999969482422,126.79000091552734,125.93000030517578,125.9800033569336,15614000,126.6999969482422,1.5224309695700766,123.69549980163576,121.48739959716796,118.11305000305175,0.5798146353522399,2019,2,1,1,66.62590809081053,124.85512907234025,122.53587053093128,2.3192585414089706,1.7954558937535186,9.204271989945758,0.6787692431459793,-2.9267600361431634,18.466573691963628,121.33000183105467,4.425941676540113,2019-02,124.5,1.7670658218812862,8278460.0,1.8860995885708212,Alcista (Golden Cross),Neutral,Precio sobre banda superior,2.3921117953561444,3.758902886698978,10.519886272507017,-1.3086211798354674,Histórico
2019-02-20,126.4800033569336,127.20999908447266,126.30999755859376,127.0,8889700,126.4800033569336,-0.1736334622000512,123.9470001220703,121.67419967651368,118.12405002593994,0.5858864159601995,2019,2,2,1,61.63852844561342,125.1187729539907,122.77522729014991,2.3435456638407857,1.5808422784098874,9.300658518969792,0.7115761400946818,-3.0953116635621836,18.260876078512478,121.33000183105467,4.244623298572114,2019-02,124.5,1.5903641421153303,8328120.0,1.0674317853248994,Alcista (Golden Cross),Neutral,Precio sobre banda superior,1.8275535699160184,4.511656639663286,10.203020873377898,-1.1566081104471104,Histórico
2019-02-21,125.0500030517578,126.22000122070312,125.0500030517578,126.1500015258789,8634600,125.0500030517578,-1.130613747012832,124.13550033569337,121.813399810791,118.1266000366211,0.6544287115402007,2019,2,3,1,51.65564921558547,125.44435775877376,122.82664291261297,2.617714846160794,0.8493515412519685,10.388733729334781,0.9356242626088288,-4.1909293913939,16.92380235623101,121.33000183105467,3.0660192570367117,2019-02,124.5,0.44176951948418086,8498605.0,1.0160020379815276,Alcista (Golden Cross),Neutral,Cerca banda superior,1.1731428766484253,2.9641878912930686,8.156028438993035,-0.9426448290151934,Histórico
2019-02-22,125.5,125.9499969482422,125.38999938964844,125.52999877929688,5439400,125.5,0.3598536083649239,124.35600051879882,121.9697998046875,118.13125003814696,0.6516594739605771,2019,2,4,1,55.399580135187215,125.65931946671998,123.05268157087767,2.6066378958423115,0.9388793253661742,10.34477344559315,0.44621319409861687,-3.84615699366793,17.344556878047367,121.33000183105467,3.436906046331245,2019-02,124.5,0.8032128514056325,8487450.0,0.6408756458064554,Alcista (Golden Cross),Neutral,Cerca banda superior,1.3240750698909398,3.4795524927260235,8.498315887147466,-0.12733062028201791,Histórico
2019-02-25,125.37000274658205,125.9000015258789,125.2300033569336,125.77999877929688,4882600,125.37000274658205,-0.1035834688589365,124.48150062561037,122.1263998413086,118.13515007019043,0.5797846702606521,2019,2,0,1,57.96614436061191,125.64106996613167,123.32193128508906,2.3191386810426025,0.8831172875665377,9.20379630886363,0.5344166501293138,-3.9457564796950564,17.223007315515957,121.33000183105467,3.329762510968104,2019-02,124.5,0.6987973868128883,8176415.0,0.5971565777911224,Alcista (Golden Cross),Neutral,Cerca banda superior,1.6211396250904286,3.534566469676359,8.385929567898053,-0.7363422665909503,Histórico
2019-02-26,125.58000183105467,125.62000274658205,125.0500030517578,125.33000183105467,5153200,125.58000183105467,0.1675034536747555,124.59600067138672,122.28219985961914,118.14140007019044,0.5771189665289842,2019,2,1,1,57.43710969075539,125.75023860444469,123.44176273832875,2.3084758661159412,0.9262557707928551,9.16147957400581,0.4538936825236548,-3.784862304397411,17.419359901270816,121.33000183105467,3.5028434318478796,2019-02,124.5,0.8674713502447196,8007965.0,0.6435093060471668,Alcista (Golden Cross),Neutral,Cerca banda superior,1.2252170742974577,2.213902984853111,8.389436535040605,-0.44394923204646997,Histórico
2019-02-27,124.69000244140624,125.2300033569336,124.4000015258789,125.16999816894533,7935600,124.69000244140624,-0.708711081917146,124.63150062561036,122.42539993286132,118.13895008087158,0.5926931193891436,2019,2,2,1,57.11037044752283,125.81688686438865,123.44611438683206,2.370772477556585,0.5246762674823072,9.408711586096732,0.6656522694710173,-4.466749647727986,16.58719588533435,121.33000183105467,2.7693073103470134,2019-02,124.5,0.152612402735941,7824235.0,1.014233340384076,Alcista (Golden Cross),Neutral,Dentro de bandas,-0.08814151254943337,1.1355353357796805,7.704937425057845,-1.3918501773917402,Histórico
2019-02-28,123.98999786376952,124.70999908447266,123.9800033569336,124.70999908447266,7811700,123.98999786376952,-0.5613959130088775,124.59650039672852,122.56399993896484,118.13390007019044,0.5923135597574998,2019,2,3,1,51.36017599933585,125.78112751624352,123.41187327721352,2.369254239029999,0.24401120700017911,9.402686263738438,0.5887537221680773,-5.003069410770176,15.932680132542432,121.33000183105467,2.1923646192791857,2019-02,124.5,-0.4096402700646484,7609620.0,1.026555859556719,Alcista (Golden Cross),Neutral,Dentro de bandas,-2.138910141868222,0.008061386163338291,7.220683602726252,-0.9110520376178655,Histórico
2019-03-01,121.87999725341795,123.95999908447266,121.87000274658205,123.4800033569336,16411700,121.87999725341795,-1.7017506627186707,124.45300025939942,122.64419982910157,118.12085006713868,0.7001402958100817,2019,3,4,1,39.24282216091765,125.85328085101958,123.05271966777926,2.800561183240319,-0.41874550764301954,11.114382633412045,1.7147984780020986,-6.619680306634789,13.959794980079376,121.33000183105467,0.4533053771227369,2019-03,121.87999725341795,0.0,7919730.0,2.0722549884907693,Alcista (Golden Cross),Neutral,Precio bajo banda inferior,-3.636943375573898,-2.2535930170574425,6.0287085595105205,-2.4960021972656343,Histórico
2019-03-04,121.55999755859376,121.8499984741211,121.18000030517578,121.55999755859376,10272600,121.55999755859376,-0.2625530866716907,124.30600013732912,122.71239974975586,118.11625003814696,0.700681816883883,2019,3,0,1,40.322563132601836,125.7073637710969,122.90463650356135,2.802727267535545,-0.4797608959468732,11.122979013957917,0.551166652189478,-6.86485321833359,13.660590020794473,121.33000183105467,0.1895621231913891,2019-03,121.87999725341795,-0.26255308667166855,7809085.0,1.315467817292295,Alcista (Golden Cross),Neutral,Precio bajo banda inferior,-2.7908879712058354,-2.557116185495978,5.356214640569101,-2.5336783444360744,Histórico
2019-03-05,121.72000122070312,121.7300033569336,121.02999877929688,121.37999725341795,7120100,121.72000122070312,0.1316252593969169,124.19400024414062,122.7981997680664,118.11340003967284,0.698635875025646,2019,3,1,1,39.75094819459359,125.59127199419191,122.79672849408934,2.794543500102577,-0.385296300933118,11.090500693835162,0.5750941263691478,-6.742263839792541,13.810196067241387,121.33000183105467,0.32143689422465815,2019-03,121.87999725341795,-0.13127341345615662,7821145.0,0.9103654260341676,Alcista (Golden Cross),Neutral,Precio bajo banda inferior,-3.011951218563247,-2.2329307464231896,5.166756062992417,-2.926866725264765,Histórico
2019-03-06,121.61000061035156,121.63999938964844,121.26000213623048,121.43000030517578,4820400,121.61000061035156,-0.0903718446010448,124.06050033569336,122.84559982299804,118.10965003967286,0.6938563578716679,2019,3,2,1,41.2524657150895,125.4482130514367,122.67278761995003,2.775425431486667,-0.38292760365360645,11.014628211176802,0.31247204301519327,-6.826542576193695,13.70734369371136,121.33000183105467,0.23077456117306383,2019-03,121.87999725341795,-0.2215266238519864,7747610.0,0.6221789687400372,Alcista (Golden Cross),Neutral,Precio bajo banda inferior,-2.9991242353490266,-1.8957716130020952,5.2535915239104725,-2.851893022943708,Histórico
2019-03-07,121.51000213623048,121.70999908447266,121.18000030517578,121.2699966430664,6088800,121.51000213623048,-0.082228824619035,123.96400032043456,122.9013998413086,118.10515003204344,0.6807793539371532,2019,3,3,1,36.53644589208781,125.32555902830887,122.60244161256026,2.723117415748618,-0.40117237325568933,10.807037209349568,0.4361770800585361,-6.903158015090197,13.613843481486509,121.33000183105467,0.14835597334486028,2019-03,121.87999725341795,-0.3035732897319954,7722295.0,0.7884702669348943,Alcista (Golden Cross),Neutral,Precio bajo banda inferior,-3.240961646345286,-2.2288354282860134,4.381065470046996,-3.967435937324748,Histórico
2019-03-08,122.83999633789062,122.88999938964844,122.37000274658205,122.6999969482422,10427700,122.83999633789062,1.09455532736229,123.91900024414062,122.95779983520508,118.10694999694825,0.7268846350750907,2019,3,4,1,40.258398795069276,125.3727695142908,122.46523097399044,2.907538540300351,0.12889437533009196,11.538935857455767,0.42331216099686286,-5.884161571538314,14.857409857934156,121.33000183105467,1.244535138916869,2019-03,121.87999725341795,0.7876592600150722,7946905.0,1.3121712163414563,Alcista (Golden Cross),Neutral,Cerca banda inferior,-1.4836843911242625,-0.4860710398968293,4.88387419498717,-2.290808825046553,Histórico
2019-03-11,122.23999786376952,122.54000091552734,121.91999816894533,122.5199966430664,6708700,122.23999786376952,-0.4884390198699684,123.82050018310548,123.00939971923827,118.10609996795654,0.7267976873580624,2019,3,0,1,24.543346086750205,125.27409555782161,122.36690480838935,2.90719074943226,-0.04365277532773396,11.537555605237836,0.5072012086199311,-6.343860050300703,14.296401450976038,121.33000183105467,0.7500173238124352,2019-03,121.87999725341795,0.2953730049755743,8070580.0,0.8312537636700212,Alcista (Golden Cross),Sobreventa,Precio bajo banda inferior,-1.4114041698127688,-1.2122191901533852,4.3537634460426355,-2.535481064903411,Histórico
2019-03-12,122.9800033569336,123.02999877929688,122.4000015258789,122.54000091552734,6289900,122.9800033569336,0.6053709964792153,123.7895004272461,123.05759979248047,118.10829998016358,0.7352537095099545,2019,3,1,1,31.142238898736096,125.260007846266,122.31899300822619,2.94101483803982,0.2247558700342937,11.671790795406395,0.5122761719151064,-5.776892942623237,14.98831871537969,121.33000183105467,1.359928707638569,2019-03,121.87999725341795,0.9025321039583423,8143985.0,0.772336884215774,Alcista (Golden Cross),Neutral,Dentro de bandas,0.9025321039583423,-0.9902550008897171,4.140915548046253,-2.0391887365974304,Histórico
2019-03-13,123.83999633789062,123.87999725341795,123.43000030517578,123.55999755859376,7377300,123.83999633789062,0.6992949727453013,123.78850021362304,123.1131997680664,118.10954998016358,0.7513581948897947,2019,3,2,1,43.053915608828056,125.29121660340263,122.28578382384345,3.005432779559186,0.5171343457148091,11.927441575252791,0.3633696394938363,-5.117995491806584,15.79242624740067,121.33000183105467,2.0687335934693074,2019-03,121.87999725341795,1.608138438334028,8299255.0,0.8889111131059354,Alcista (Golden Cross),Neutral,Dentro de bandas,1.8756160127412436,0.19417303133686392,5.2345309455645195,-1.3541537081719568,Histórico
2019-03-14,122.41000366210938,122.5500030517578,122.12000274658205,122.33000183105467,6778200,122.41000366210938,-1.1547098821608426,123.7405002593994,123.1363998413086,118.10555000305176,0.7906403449939764,2019,3,3,1,34.05572536032979,125.32178094938735,122.15921956941145,3.162561379975898,0.07929777878329693,12.55102637609024,0.3512787291165277,-6.213607374254991,14.455359658728128,121.33000183105467,0.8901358400690951,2019-03,121.87999725341795,0.4348592227069181,8256140.0,0.8209889851674027,Alcista (Golden Cross),Neutral,Cerca banda inferior,0.5668767946815478,-1.1706741006757282,4.143272680491106,-2.6792774287593635,Histórico
